Sales_Region,total_revenue
Parrishberg,926.83
Noahport,926.83
New Victorside,926.82
South Caroline,926.73
Moodyburgh,926.64
Lake Frederickstad,926.57
Lake Gavinshire,926.55
East Sarahfort,926.54
Michealhaven,926.48
South Coryshire,926.44
Carlafort,926.43
Hansonbury,926.42
New Brittanychester,926.4
Lake Colintown,926.4
North Sherrychester,926.38
East Rhondaview,926.3799999999999
Tonistad,926.27
Luisstad,926.22
New Tylermouth,926.17
Gardnerland,926.16
East Karlland,926.08
West Kellyport,926.05
South Brycetown,926.01
Lake Jamesbury,926.0
Jenkinston,925.98
Beasleystad,925.8499999999999
West Caitlynview,925.84
West Kellyfort,925.83
Port Stephaniestad,925.82
New Natashaport,925.78
South Peterland,925.75
Lawrenceport,925.74
Kennedytown,925.66
South Heatherfort,925.64
Kristineton,925.63
Chandlerchester,925.6
West Angelabury,925.59
New Alisonburgh,925.57
Port Suefurt,925.5
Karlabury,925.5
West Sarahland,925.47
Mccoyton,925.4300000000001
Lake Geraldland,925.43
West Derekville,925.39
Bowmanfurt,925.36
New Gabriella,925.35
South Bradborough,925.31
East Jennachester,925.31
East Kathleenland,925.28
East Theresaland,925.19
Chelsealand,925.17
Blakeland,925.17
Lake Jeannebury,925.16
South Calvinfurt,925.13
Parrishstad,925.12
Aprilborough,925.01
Lake Greg,925.0
Barbaraland,924.99
Lucerofurt,924.97
Madisonbury,924.96
North Markchester,924.94
Jacobsonberg,924.86
Staffordfurt,924.85
Snowtown,924.8499999999999
Lake Stacey,924.81
West Janeshire,924.79
North Sheriside,924.79
Oliviaburgh,924.77
New Samanthashire,924.77
Port Benjaminchester,924.76
Sherryport,924.69
North Sandratown,924.67
West Yvonneland,924.66
Russohaven,924.62
Leonton,924.55
West Stevenville,924.52
Wardton,924.4300000000001
West Stefanie,924.42
Valenciaberg,924.42
North Benjaminville,924.37
Port Gregoryville,924.34
Bradyberg,924.24
New Deborahfurt,924.19
North Sandrashire,924.1400000000001
West Michaelberg,924.1399999999999
North Carlburgh,924.13
Lake Derekview,924.07
Lake Jaredbury,924.05
North Robertport,924.04
Pacefurt,924.0
Chadville,923.9200000000001
Port Peggy,923.84
Port Travisside,923.83
Ronniebury,923.8
East Ginaview,923.75
New Robertomouth,923.65
West Seanside,923.64
East Tinaview,923.59
West Kathychester,923.57
Hopkinsville,923.54
North Jasmine,923.45
East Raymondtown,923.44
Mauriceberg,923.3900000000001
Jeantown,923.36
Jimmyshire,923.3599999999999
South Jamieport,923.34
Adrianaville,923.31
New Ashlee,923.3000000000001
Lake Makayla,923.3
Calebbury,923.3
Debbieborough,923.28
South Ronaldtown,923.2
West Brendantown,923.19
Lake Dylanberg,923.11
Franciscoburgh,923.09
Rayshire,923.06
North Lisaberg,922.99
Alisonland,922.97
North Stefanieview,922.93
East Mariafort,922.9
East Hailey,922.9
Chavezview,922.85
Emmafurt,922.84
South Claytontown,922.82
East Briantown,922.8199999999999
Meltonshire,922.81
New Kimberlytown,922.8
Cartertown,922.8
Cowanton,922.78
Terriberg,922.69
Loweberg,922.6700000000001
Colonberg,922.66
Johnathantown,922.64
South Joeburgh,922.63
South Blakemouth,922.62
Crosbymouth,922.58
New Terrymouth,922.5
Milesshire,922.41
South Brandonchester,922.4
Sherriport,922.39
Kaiserburgh,922.32
East Rogershire,922.3
South Jeremybury,922.27
Sextonton,922.27
East Kirk,922.19
Delgadobury,922.1899999999999
Lake Dianefort,922.16
Lucasshire,922.15
East Henrybury,922.15
Dannyburgh,922.12
South Saraview,922.11
East Sandy,922.09
New Bobbytown,922.01
New Kristahaven,921.99
Port Crystalchester,921.96
Watkinsberg,921.95
East Dillon,921.87
Cantrellland,921.87
Lake Margaretchester,921.84
Port Matthewborough,921.76
Johnstonville,921.7
South Joe,921.65
Shepardtown,921.65
East Kimberlyberg,921.65
Bradville,921.62
Sydneyview,921.61
North Yvonnestad,921.55
Hughesburgh,921.45
West Marisaborough,921.41
South Shari,921.34
South Samanthachester,921.3199999999999
Port Alisonchester,921.3
Alexandraside,921.29
Kristaland,921.26
Lake Anthonyfurt,921.25
New Shannonmouth,921.17
Waltersside,921.16
West Samanthaborough,921.1
Port Travismouth,921.1
Lake Natashaland,921.06
East Dawnmouth,921.04
New Scottberg,920.98
Stevensberg,920.95
West Benjaminside,920.94
South Triciaborough,920.91
Port Janetchester,920.91
Port Donnafurt,920.91
Alejandroville,920.81
Kelleyhaven,920.79
Cohenfurt,920.77
New Brettville,920.76
East Luisport,920.74
North Jenniferburgh,920.73
Hubbardport,920.72
Feliciatown,920.6800000000001
Branchfurt,920.67
Jerryburgh,920.6200000000001
West Jo,920.6
Oliviaborough,920.6
Nicholsfurt,920.59
East Ronnie,920.58
Bradfordton,920.56
New Rebeccafort,920.49
Port Nicolasburgh,920.46
Andresport,920.46
Mariemouth,920.45
Mollyfurt,920.4300000000001
North Kaylaland,920.4
Jesusview,920.37
Port Andreshire,920.36
Lake Jenniferfurt,920.35
Justinview,920.2900000000001
Riggston,920.27
Mccallmouth,920.25
Lake Adriennefort,920.2
New Tylershire,920.16
Port Chasemouth,920.15
Annfort,920.07
West Jilltown,920.06
West Kirktown,920.04
Armstrongside,920.03
Carrilloville,919.97
Savagehaven,919.89
Chambersport,919.89
Farmerfort,919.8100000000001
Port Valerieview,919.79
New Andre,919.76
North Samanthachester,919.74
Huynhland,919.69
Rothfurt,919.63
Webbfort,919.62
Wheelertown,919.5699999999999
Parkville,919.5600000000001
Chaseport,919.55
South Robertstad,919.51
South Johnview,919.51
Port Rickymouth,919.5
Port Andrewtown,919.42
North Amychester,919.38
Hortonside,919.36
Blevinsmouth,919.31
Jacquelineville,919.28
Daleberg,919.26
Lake Desireemouth,919.23
East Aliciaside,919.16
Lukemouth,919.11
Port Melissamouth,919.04
Port Melanieside,919.02
Grantshire,918.99
Burchland,918.92
Port Joshuahaven,918.91
Haneybury,918.9
New Erikchester,918.89
Nealberg,918.88
South Saraland,918.8599999999999
Lake Emmatown,918.85
New Emmaton,918.81
North Marissa,918.77
Farrellland,918.75
North Nicholasburgh,918.68
Reneeton,918.67
West Ninaville,918.66
East Alejandraport,918.65
Lake Kellymouth,918.53
Philipshire,918.52
South Amytown,918.48
Sydneyshire,918.46
Port Jimmyberg,918.39
Port Brentfurt,918.38
West Virginiastad,918.36
Lake Morganburgh,918.3299999999999
Tanyaland,918.31
New Kellymouth,918.26
Stephensshire,918.17
Sullivanstad,918.16
New Judithberg,918.14
East Debraville,918.12
Darrylfort,918.09
Adkinsborough,918.07
Christianland,918.06
Mariohaven,917.85
South Marilynmouth,917.66
New Kevinhaven,917.65
West Christinamouth,917.63
Kristenhaven,917.6
Popefurt,917.55
Jodifurt,917.55
Port Shelbybury,917.54
South Marthahaven,917.53
East Shellyton,917.46
Foxview,917.44
New Curtishaven,917.42
East Tiffanyside,917.42
South Garyside,917.41
Port Elizabethtown,917.39
Lake Mauricestad,917.39
North Geraldhaven,917.38
Catherineburgh,917.32
Lake Rebeccafort,917.22
New Craigmouth,917.21
West Biancaton,917.2
Jarvistown,917.2
West Tomville,917.12
East Patty,917.06
West Scotttown,917.03
Boothborough,917.01
Lake Tylerstad,917.0
Melendezberg,916.96
West Nancyland,916.9
West Malloryhaven,916.88
Nobleville,916.88
Lake Christinaborough,916.84
West Nicolechester,916.79
South Sophialand,916.73
New Tanner,916.71
Whitakermouth,916.64
New Robinmouth,916.6
South Meagan,916.57
East Samanthaport,916.51
West Timothyside,916.49
Port Jakestad,916.48
Archerberg,916.47
New Christinefurt,916.45
Hollandland,916.4
Isaiahfurt,916.36
West Derrickburgh,916.35
North Kennethton,916.35
Karinaview,916.29
South Stephenton,916.28
South Lukeview,916.24
Lake Stephenchester,916.23
Ronaldville,916.16
Sheltonmouth,916.1500000000001
Alvaradoland,916.1400000000001
West Karenhaven,916.11
New Williamtown,916.03
West Aaronton,916.01
North Christinahaven,915.86
North Matthewport,915.8499999999999
Normanfurt,915.81
New Jeremiahland,915.75
New Jeffreymouth,915.6600000000001
Grossfort,915.56
Alexatown,915.53
New Krista,915.51
New Edwin,915.5
New Brendaburgh,915.29
New Bryanton,915.24
Grossfurt,915.21
Raymondburgh,915.17
South Sandraville,915.1499999999999
Port Charlesborough,915.11
New Kimberlymouth,915.0699999999999
Lake Pedrofort,914.98
Jackville,914.95
Whitakerstad,914.91
East Stephenborough,914.83
East Michelleville,914.79
North Jonport,914.76
Mcdowellport,914.7
Taraton,914.66
Bondberg,914.65
Jordanshire,914.56
Lake Hunterbury,914.44
Dorseychester,914.4
North Brucefurt,914.39
Jocelynview,914.39
Yolandaton,914.35
West Crystalmouth,914.32
Bushhaven,914.3199999999999
Crawfordchester,914.26
Port Andrewstad,914.17
Hawkinshaven,914.14
Laceyfort,914.11
Coxfort,914.08
New Nicholasfurt,914.03
East Paulburgh,913.98
Lovebury,913.95
Lake Alvin,913.95
Tracitown,913.91
New Marktown,913.91
Mckenzieberg,913.91
Callahanchester,913.87
Mackhaven,913.83
Parrishton,913.74
West Matthewfurt,913.73
Harveystad,913.58
North Rebeccaberg,913.55
Lynnshire,913.55
South Eddiefort,913.54
Armstrongborough,913.44
South Jeffreyville,913.38
Griffithchester,913.35
New Danielstad,913.32
South Meganfort,913.31
Lake Marcuschester,913.29
Port Yvonnemouth,913.28
Port Seanstad,913.22
New Terrence,913.2
South Monicatown,913.15
New Stevenmouth,913.12
Rachaeltown,913.1
North Erinshire,913.0899999999999
Jacobsonstad,913.05
North Carlybury,913.02
New Rebeccafurt,913.02
Lake Jamesside,912.93
Lake Gabrielleburgh,912.92
North Jeremystad,912.89
Aliciachester,912.86
Lake Raymondberg,912.85
Port Maxwellstad,912.83
East Nicolestad,912.82
Port Kyleberg,912.79
Port Colinville,912.76
Port Davidport,912.72
Choifurt,912.7
Port Ronniestad,912.69
Port Alexandrashire,912.62
Archerhaven,912.61
North Joannatown,912.59
Prattton,912.56
New Jaredport,912.56
New Drewshire,912.55
New Judithshire,912.52
Beardside,912.51
East Brendaburgh,912.5
Lake Hannahville,912.48
West Jessicaburgh,912.47
Kerrchester,912.47
West Larryton,912.45
Port Christopherview,912.39
Robersonfort,912.35
North Kathrynburgh,912.35
East Johnathan,912.35
Farmerborough,912.31
East Jodiport,912.28
Alishaborough,912.27
North Deannachester,912.26
Lake Kellyton,912.24
Ivanville,912.19
South Crystalton,912.17
East Lindaside,912.16
North Markton,912.1
East Hannahhaven,912.04
East Deniseshire,912.01
Port Angelaton,911.98
Oconnorview,911.97
Barrettborough,911.92
Lake Samanthaborough,911.79
Stuartchester,911.73
West Sethstad,911.71
New Scottside,911.7
Marshallbury,911.6899999999999
Alexandraport,911.67
Port Phillipberg,911.65
Claudiashire,911.65
Lake Ianview,911.64
Montestown,911.63
South Sandrastad,911.6
West Warrenhaven,911.54
North Carlosstad,911.54
Sheamouth,911.51
Lake Ryanport,911.49
North Joshuaberg,911.46
Lake Danaton,911.38
Morsestad,911.32
Port Daniellestad,911.3
East Yolandashire,911.27
Phillipshire,911.26
Port Shellymouth,911.19
Clarkeshire,911.15
Yolandaland,911.14
Moranbury,911.14
South Keithbury,911.06
Port Kathrynfurt,910.99
Rickyborough,910.97
New Gavinside,910.95
New Dianestad,910.8
Fullerville,910.75
Pachecofort,910.7
South Jameston,910.6700000000001
South Chelseashire,910.67
Hodgesport,910.65
New Jacobshire,910.64
West Destiny,910.62
Bradchester,910.62
North Mikeland,910.6
Castilloside,910.5400000000001
Eatonland,910.49
Boyershire,910.49
Port Danatown,910.47
New Nancyland,910.45
East Courtneystad,910.43
North Danielport,910.37
Lake Brucefort,910.36
West Jasonville,910.3
Brucefurt,910.3
Latashaville,910.29
South Olivia,910.28
Camposshire,910.27
Frederickhaven,910.23
North Yvetteborough,910.12
North Cheyennechester,910.08
South Ericatown,910.0699999999999
West Jefferyfurt,910.05
Stoneborough,910.01
Howellburgh,909.99
Glovermouth,909.99
Lake Yolandaview,909.97
West Randallburgh,909.92
Port Monicaton,909.88
South Racheltown,909.86
Lake Kennethbury,909.8499999999999
Daughertyport,909.72
East Mollyborough,909.7
Port Julieview,909.67
West Larrybury,909.62
Lake Brookeville,909.5
North Alisonhaven,909.49
Chenshire,909.48
East Timothyfort,909.46
North Nancymouth,909.42
East Victor,909.4
South Dustinborough,909.39
East Sabrinaborough,909.39
New Baileymouth,909.38
Lake Adamfort,909.38
Cunninghamside,909.37
East Coryport,909.29
Lake Jimmyport,909.24
Guzmanside,909.24
Lake Staceyberg,909.23
Lake Maxmouth,909.19
Simmonstown,909.18
Bernardport,909.18
Mannton,909.09
Watsonport,909.06
New Jacobberg,909.05
West Calvinfort,909.02
New Carloston,909.02
South Shannonmouth,909.0
New Kristinfurt,909.0
Cowanburgh,908.96
North Evan,908.93
Lake Toddton,908.91
West Carlaside,908.89
Harrisonton,908.89
East Kristinaberg,908.85
Port Cassandrabury,908.82
Rodgershaven,908.77
South Meganhaven,908.72
Lake Kaylaside,908.72
Port Carlview,908.69
Evelynton,908.6800000000001
West Anthonyhaven,908.68
New Deniseburgh,908.67
North Margaretstad,908.64
Port Dawntown,908.63
Sheilaside,908.58
Port Alyssaside,908.51
Prattland,908.5
New Isaacborough,908.49
Hamptonfurt,908.48
Silvachester,908.42
South Joannamouth,908.4
Lake Ericafurt,908.37
Maystad,908.35
Holtfort,908.34
North Edgarstad,908.33
New Lorraine,908.29
Port Devon,908.27
Westview,908.26
New Jacobland,908.24
North Carolynchester,908.22
East Joannafurt,908.22
East Jamiehaven,908.22
Traceyhaven,908.18
Gabrielborough,908.11
Lake Amberfort,908.0999999999999
Lake Cynthiabury,908.06
East Meganburgh,908.06
Bradyhaven,908.03
Valenzuelaburgh,908.02
East Georgeside,908.0
New Henryberg,907.97
Mikaylashire,907.97
North Courtneyborough,907.94
Rodgersburgh,907.93
Kennedyberg,907.9000000000001
Troybury,907.9
South Ronaldhaven,907.87
East Marilynchester,907.87
Hubbardfurt,907.86
East Howardmouth,907.86
New Richardchester,907.74
Nicholsonhaven,907.71
Pinedashire,907.68
Littlefort,907.67
Colleenchester,907.65
West Monique,907.63
Marissaton,907.58
Port Kathleenport,907.46
Abigailberg,907.46
Franktown,907.4399999999999
South Melissastad,907.39
North Jacquelinetown,907.39
Bergerton,907.3599999999999
West Ashleystad,907.3399999999999
New Tylerborough,907.33
New Traceychester,907.32
East Patrickburgh,907.29
Darlenestad,907.27
South Allison,907.26
Mariobury,907.26
Kathyberg,907.26
Lake Ronaldshire,907.23
Port Loretta,907.21
West Debrachester,907.2
North Alexanderfurt,907.2
East Raymondport,907.19
South Thomasberg,907.09
Port Bethfurt,907.04
Stoneside,907.03
Sharpfurt,907.03
East Susanchester,907.03
Olsonbury,906.98
North Jessicamouth,906.97
South Aprilport,906.94
Bakerburgh,906.9100000000001
South Ariel,906.89
New Kristintown,906.89
Berryville,906.88
North Blaketon,906.84
Duncanberg,906.76
South Cindyside,906.74
Port Judyburgh,906.74
Daltonville,906.68
Tammiebury,906.67
South Raymondmouth,906.63
Jessestad,906.63
South Amandastad,906.59
Lake Danhaven,906.59
Kyleville,906.48
Monicafort,906.38
North Ashleyville,906.35
North Francisland,906.29
Krystalshire,906.21
Joannchester,906.19
Andrefort,906.18
Ochoamouth,906.07
Kerrystad,906.06
Lake Matthewport,906.05
West Leahfurt,905.96
Christymouth,905.91
Pedrochester,905.9
Samanthaland,905.83
Port Audreybury,905.71
North Jackberg,905.71
New Cherylland,905.71
West Bonnieberg,905.66
Colonmouth,905.63
Annettefort,905.63
Kochmouth,905.62
East Monique,905.59
Cervanteshaven,905.5600000000001
North Kimshire,905.56
Kaitlynbury,905.55
Lake Hollyview,905.54
Lake Travismouth,905.47
Priceberg,905.38
Madisonshire,905.37
South Lisaport,905.34
Brennanberg,905.33
North Cynthiatown,905.32
West Donnafurt,905.26
Colestad,905.25
Leonardhaven,905.23
Julianburgh,905.1899999999999
Lake Brady,905.16
Laurieshire,905.15
Hortonview,905.0
Dominicbury,905.0
Dylanberg,904.97
South Paulbury,904.88
West Marcborough,904.77
New Carlosshire,904.77
Lake Angel,904.7
Port Michellemouth,904.6800000000001
South Troyton,904.68
New Emilyfurt,904.62
East Keithside,904.62
Riceview,904.58
Odommouth,904.57
Port Justinborough,904.55
Lake Rogertown,904.55
Santiagoland,904.54
Port Bettyton,904.54
Wigginsside,904.39
Haleton,904.39
New Lukeport,904.37
West Edwardbury,904.31
East Ryanview,904.3
North Normamouth,904.26
South Sarahshire,904.19
West Reginaside,904.17
West Craigchester,904.16
Salinastown,904.15
South Jessicaport,904.14
North Kristinberg,904.07
Fieldschester,904.07
Terrystad,903.99
East Abigailburgh,903.88
South Bethanyland,903.86
North Brandonside,903.8399999999999
Peggystad,903.82
Linport,903.81
Carlborough,903.74
Lawsonborough,903.73
North Meredithfurt,903.72
Masonstad,903.71
East Nathanborough,903.69
Sanfordland,903.62
West Rickyhaven,903.58
West Toddtown,903.56
Lake Johnport,903.49
East Latoyatown,903.4
South Donaldside,903.38
North Whitneychester,903.38
East Frankbury,903.37
North Carolynland,903.34
Boydport,903.17
Katelynside,903.16
New Matthewberg,903.15
Prestonberg,903.11
Lake Mason,903.08
Longfurt,903.0600000000001
New Meagan,903.05
Annetteton,903.05
Sethmouth,902.99
South Keithfurt,902.98
South Catherineshire,902.98
Daughertyberg,902.97
New Ericaborough,902.9200000000001
Garzaton,902.89
New Traceyside,902.87
Jodybury,902.86
Port Joshuaborough,902.8399999999999
East Tracyside,902.79
Jillport,902.77
Lake Thomasmouth,902.76
Willietown,902.75
Flemingview,902.75
New Kristitown,902.72
Pattyfort,902.71
New Shelbyside,902.65
Meyerbury,902.64
Lake Malloryburgh,902.53
South Joshuafort,902.5
Brennanbury,902.49
Port Susanburgh,902.46
New Allen,902.4
West Marcusfort,902.35
East Rodney,902.3199999999999
North Kelli,902.25
Kleinview,902.21
Dianefurt,902.21
Conleyberg,902.17
Lake Bretthaven,902.15
East Larrybury,902.14
New Anthonyfort,902.0799999999999
Isaacton,902.01
Dominiquefurt,901.92
West Mollytown,901.86
Careyshire,901.86
West Dorothy,901.85
Darrylburgh,901.8
Nobleside,901.76
Lake Ravenfort,901.75
Mccannshire,901.66
Port Tamaramouth,901.58
Lake Denisemouth,901.56
Lake Dillonland,901.55
New Cherylchester,901.53
Vanessaborough,901.42
New Staceyburgh,901.33
Sabrinastad,901.32
Valenzuelaland,901.3
Port Andre,901.3
Mccarthyfort,901.23
West Paige,901.22
Lake Joyce,901.17
South Brittanyberg,901.13
Lake Donaldport,901.1
Changmouth,901.09
Riggsfort,901.05
Carolinemouth,901.05
North Josefort,901.0
East Mistyborough,900.99
North Rebekahmouth,900.95
Fitzgeraldview,900.94
Finleybury,900.93
Sandersshire,900.89
Holdermouth,900.82
Port Bernardbury,900.81
North Laurafurt,900.73
Glennside,900.69
Gallegosville,900.68
North Meganport,900.62
North Amberville,900.61
Deanland,900.54
North Stevenhaven,900.51
New Tiffanyberg,900.51
Marshallfort,900.47
South Ianstad,900.46
Mataview,900.46
North Aliciaport,900.38
Robinfort,900.31
Grahamton,900.3
New Rodneyside,900.29
Port Kaylafurt,900.26
Lake Jeanneland,900.25
East Juliestad,900.24
Parkerbury,900.13
Moranfort,900.1
Bowersside,900.07
Katieton,900.06
Darrellberg,900.05
Cherylshire,899.98
Hollandhaven,899.97
Katherineside,899.95
Laceyfurt,899.91
East Savannahport,899.83
North Larryburgh,899.79
East Nancyhaven,899.79
South Morganview,899.67
East Barbaraside,899.64
Yvonneside,899.63
South Amandamouth,899.63
Conwayshire,899.63
South Jay,899.61
Lake Donaldstad,899.6
Port Gwendolyn,899.57
Lake Kathyland,899.56
North Cameronfurt,899.52
Lake Coltonmouth,899.52
East Tyrone,899.52
Lake Edwardton,899.49
Port Travisville,899.32
Riosbury,899.26
North Jomouth,899.26
Johnstonberg,899.26
Byrdburgh,899.24
Lake Hannahfurt,899.2
East Adrianastad,899.17
Alecfurt,899.11
Laurenstad,899.1
Aguilarland,899.06
Brandichester,899.05
Bishopburgh,899.01
South Jennyville,898.98
Hardington,898.98
East Lauraview,898.96
Deborahborough,898.96
Mcintoshton,898.92
East Kelseyport,898.91
West Cathymouth,898.83
Port Mirandachester,898.8
Pattersonbury,898.71
East Ericfurt,898.65
Port Ryanland,898.57
